AÑO;ÁREA GEOGRÁFICA;Hombres_0;Hombres_1;Hombres_2;Hombres_3;Hombres_4;Hombres_5;Hombres_6;Hombres_7;Hombres_8;Hombres_9;Hombres_10;Hombres_11;Hombres_12;Hombres_13;Hombres_14;Hombres_15;Hombres_16;Hombres_17;Hombres_18;Hombres_19;Hombres_20;Hombres_21;Hombres_22;Hombres_23;Hombres_24;Hombres_25;Hombres_26;Hombres_27;Hombres_28;Hombres_29;Hombres_30;Hombres_31;Hombres_32;Hombres_33;Hombres_34;Hombres_35;Hombres_36;Hombres_37;Hombres_38;Hombres_39;Hombres_40;Hombres_41;Hombres_42;Hombres_43;Hombres_44;Hombres_45;Hombres_46;Hombres_47;Hombres_48;Hombres_49;Hombres_50;Hombres_51;Hombres_52;Hombres_53;Hombres_54;Hombres_55;Hombres_56;Hombres_57;Hombres_58;Hombres_59;Hombres_60;Hombres_61;Hombres_62;Hombres_63;Hombres_64;Hombres_65;Hombres_66;Hombres_67;Hombres_68;Hombres_69;Hombres_70;Hombres_71;Hombres_72;Hombres_73;Hombres_74;Hombres_75;Hombres_76;Hombres_77;Hombres_78;Hombres_79;Hombres_80;Hombres_81;Hombres_82;Hombres_83;Hombres_84;Hombres_85;Hombres_86;Hombres_87;Hombres_88;Hombres_89;Hombres_90;Hombres_91;Hombres_92;Hombres_93;Hombres_94;Hombres_95;Hombres_96;Hombres_97;Hombres_98;Hombres_99;Hombres_100;Mujeres_0;Mujeres_1;Mujeres_2;Mujeres_3;Mujeres_4;Mujeres_5;Mujeres_6;Mujeres_7;Mujeres_8;Mujeres_9;Mujeres_10;Mujeres_11;Mujeres_12;Mujeres_13;Mujeres_14;Mujeres_15;Mujeres_16;Mujeres_17;Mujeres_18;Mujeres_19;Mujeres_20;Mujeres_21;Mujeres_22;Mujeres_23;Mujeres_24;Mujeres_25;Mujeres_26;Mujeres_27;Mujeres_28;Mujeres_29;Mujeres_30;Mujeres_31;Mujeres_32;Mujeres_33;Mujeres_34;Mujeres_35;Mujeres_36;Mujeres_37;Mujeres_38;Mujeres_39;Mujeres_40;Mujeres_41;Mujeres_42;Mujeres_43;Mujeres_44;Mujeres_45;Mujeres_46;Mujeres_47;Mujeres_48;Mujeres_49;Mujeres_50;Mujeres_51;Mujeres_52;Mujeres_53;Mujeres_54;Mujeres_55;Mujeres_56;Mujeres_57;Mujeres_58;Mujeres_59;Mujeres_60;Mujeres_61;Mujeres_62;Mujeres_63;Mujeres_64;Mujeres_65;Mujeres_66;Mujeres_67;Mujeres_68;Mujeres_69;Mujeres_70;Mujeres_71;Mujeres_72;Mujeres_73;Mujeres_74;Mujeres_75;Mujeres_76;Mujeres_77;Mujeres_78;Mujeres_79;Mujeres_80;Mujeres_81;Mujeres_82;Mujeres_83;Mujeres_84;Mujeres_85;Mujeres_86;Mujeres_87;Mujeres_88;Mujeres_89;Mujeres_90;Mujeres_91;Mujeres_92;Mujeres_93;Mujeres_94;Mujeres_95;Mujeres_96;Mujeres_97;Mujeres_98;Mujeres_99;Mujeres_100;Total_0;Total_1;Total_2;Total_3;Total_4;Total_5;Total_6;Total_7;Total_8;Total_9;Total_10;Total_11;Total_12;Total_13;Total_14;Total_15;Total_16;Total_17;Total_18;Total_19;Total_20;Total_21;Total_22;Total_23;Total_24;Total_25;Total_26;Total_27;Total_28;Total_29;Total_30;Total_31;Total_32;Total_33;Total_34;Total_35;Total_36;Total_37;Total_38;Total_39;Total_40;Total_41;Total_42;Total_43;Total_44;Total_45;Total_46;Total_47;Total_48;Total_49;Total_50;Total_51;Total_52;Total_53;Total_54;Total_55;Total_56;Total_57;Total_58;Total_59;Total_60;Total_61;Total_62;Total_63;Total_64;Total_65;Total_66;Total_67;Total_68;Total_69;Total_70;Total_71;Total_72;Total_73;Total_74;Total_75;Total_76;Total_77;Total_78;Total_79;Total_80;Total_81;Total_82;Total_83;Total_84;Total_85;Total_86;Total_87;Total_88;Total_89;Total_90;Total_91;Total_92;Total_93;Total_94;Total_95;Total_96;Total_97;Total_98;Total_99;Total_100;Total Hombres;Total Mujeres;Total
1966;Centros Poblados y Rural Disperso;218.853;209.737;203.973;198.478;192.322;186.615;180.806;174.875;169.015;163.102;157.108;151.162;145.278;139.595;133.936;128.168;124.235;118.840;113.348;107.890;102.605;97.526;92.766;88.421;84.542;80.898;77.845;75.151;72.972;71.258;70.044;68.513;67.352;65.914;64.103;62.111;60.190;58.435;56.762;55.084;53.327;51.644;49.864;48.105;46.650;45.393;44.136;42.889;41.762;40.593;39.190;37.903;36.893;35.751;34.262;32.752;31.383;30.210;29.274;29.183;28.182;26.947;25.958;25.125;24.121;23.072;22.011;20.885;19.665;18.406;17.124;15.820;14.521;13.232;11.928;10.631;9.369;8.176;7.073;6.052;5.114;4.619;3.551;2.970;2.452;1.988;1.597;1.264;982;739;544;388;278;197;142;103;79;63;48;42;94;195.630;187.937;182.781;178.013;173.199;168.324;163.291;158.096;152.897;147.508;142.356;136.650;130.978;125.178;119.216;113.149;106.270;99.971;93.709;87.540;82.008;76.834;72.177;68.133;64.517;61.335;58.566;56.155;54.165;52.443;51.092;50.274;49.612;48.633;47.212;45.584;44.005;42.569;41.183;39.744;38.245;36.741;35.149;33.628;32.297;31.121;29.918;28.680;27.618;26.495;25.273;24.173;23.326;22.393;21.120;19.855;18.735;17.838;17.155;17.237;16.749;16.295;15.725;15.329;14.765;14.149;13.530;12.873;12.171;11.459;10.768;10.051;9.326;8.638;7.946;7.258;6.595;5.921;5.265;4.608;3.968;3.703;2.828;2.427;2.061;1.728;1.436;1.178;945;736;561;420;308;229;173;132;104;83;69;56;127;414.483;397.674;386.754;376.491;365.521;354.939;344.097;332.971;321.912;310.610;299.464;287.812;276.256;264.773;253.152;241.317;230.505;218.811;207.057;195.430;184.613;174.360;164.943;156.554;149.059;142.233;136.411;131.306;127.137;123.701;121.136;118.787;116.964;114.547;111.315;107.695;104.195;101.004;97.945;94.828;91.572;88.385;85.013;81.733;78.947;76.514;74.054;71.569;69.380;67.088;64.463;62.076;60.219;58.144;55.382;52.607;50.118;48.048;46.429;46.420;44.931;43.242;41.683;40.454;38.886;37.221;35.541;33.758;31.836;29.865;27.892;25.871;23.847;21.870;19.874;17.889;15.964;14.097;12.338;10.660;9.082;8.322;6.379;5.397;4.513;3.716;3.033;2.442;1.927;1.475;1.105;808;586;426;315;235;183;146;117;98;221;5.866.544;4.738.624;10.605.168
1966;Total;374.856;360.972;352.347;344.059;334.441;325.309;315.698;305.928;296.133;286.417;276.797;267.477;258.446;249.704;241.249;232.806;227.926;220.569;213.278;206.021;198.733;191.583;184.488;177.476;170.711;164.244;158.622;153.368;148.675;144.712;141.461;137.517;134.207;130.663;126.515;121.990;117.734;113.614;109.374;104.959;100.424;96.017;91.667;87.780;84.652;81.904;79.193;76.597;74.396;72.182;69.884;67.774;66.014;63.874;60.956;58.064;55.411;53.106;51.195;50.756;48.711;46.275;44.279;42.553;40.584;38.577;36.533;34.441;32.272;30.086;27.880;25.679;23.497;21.315;19.138;16.987;14.924;12.980;11.187;9.544;8.034;7.226;5.541;4.618;3.797;3.071;2.457;1.940;1.499;1.127;828;592;421;298;216;157;120;95;80;67;172;366.279;354.154;346.193;338.546;330.410;321.986;313.063;303.802;294.323;284.702;275.023;265.551;256.375;247.393;238.630;230.154;220.397;212.047;203.893;195.644;187.768;180.001;172.285;164.755;157.361;150.637;144.474;138.836;133.836;129.346;125.487;122.684;120.388;117.726;114.269;110.259;106.428;102.689;98.751;94.563;90.255;85.967;81.684;77.821;74.567;71.683;68.779;65.871;63.556;61.203;58.833;56.731;55.054;52.919;49.816;46.766;44.018;41.810;40.144;40.267;39.026;37.859;36.373;35.284;33.738;32.122;30.474;28.794;27.108;25.448;23.824;22.182;20.546;18.941;17.355;15.795;14.275;12.779;11.304;9.857;8.444;7.855;5.969;5.104;4.317;3.607;2.987;2.438;1.951;1.519;1.154;863;635;472;354;274;215;175;146;124;326;741.135;715.126;698.540;682.605;664.851;647.295;628.761;609.730;590.456;571.119;551.820;533.028;514.821;497.097;479.879;462.960;448.323;432.616;417.171;401.665;386.501;371.584;356.773;342.231;328.072;314.881;303.096;292.204;282.511;274.058;266.948;260.201;254.595;248.389;240.784;232.249;224.162;216.303;208.125;199.522;190.679;181.984;173.351;165.601;159.219;153.587;147.972;142.468;137.952;133.385;128.717;124.505;121.068;116.793;110.772;104.830;99.429;94.916;91.339;91.023;87.737;84.134;80.652;77.837;74.322;70.699;67.007;63.235;59.380;55.534;51.704;47.861;44.043;40.256;36.493;32.782;29.199;25.759;22.491;19.401;16.478;15.081;11.510;9.722;8.114;6.678;5.444;4.378;3.450;2.646;1.982;1.455;1.056;770;570;431;335;270;226;191;498;10.682.723;10.040.865;20.723.588
1967;Cabecera;161.174;156.987;154.681;152.412;149.756;146.102;142.524;138.733;134.762;130.859;127.118;123.529;120.164;116.875;113.843;111.062;108.396;107.514;105.573;103.637;101.533;99.282;96.808;93.994;90.886;87.820;84.737;81.915;79.059;76.415;74.003;71.926;69.443;67.444;65.395;63.028;60.535;58.076;55.531;52.834;50.063;47.221;44.568;42.177;40.113;38.406;36.893;35.449;34.161;33.083;32.191;31.251;30.313;29.450;28.326;26.887;25.455;24.131;22.945;21.933;21.534;20.468;19.229;18.188;17.300;16.327;15.325;14.335;13.371;12.418;11.471;10.542;9.622;8.703;7.804;6.920;6.074;5.272;4.523;3.845;3.226;2.664;2.377;1.769;1.446;1.168;926;729;562;428;317;231;161;114;80;58;42;32;31;23;77;175.273;171.512;169.339;167.062;164.252;160.936;157.310;153.380;149.154;144.922;140.330;136.382;132.648;129.292;126.301;123.678;121.410;118.582;116.543;114.473;111.868;109.152;105.993;102.326;98.394;94.385;90.590;86.984;83.547;80.448;77.541;74.910;72.964;71.486;69.900;67.819;65.435;63.050;60.579;57.931;55.141;52.299;49.556;46.928;44.621;42.667;40.947;39.249;37.634;36.394;35.233;34.052;32.954;31.994;30.697;28.851;27.020;25.372;24.052;23.047;23.051;22.294;21.552;20.611;19.885;18.908;17.882;16.828;15.801;14.813;13.831;12.888;11.943;10.981;10.047;9.135;8.235;7.378;6.533;5.719;4.920;4.159;3.845;2.844;2.398;2.002;1.648;1.343;1.081;854;655;492;364;265;195;148;113;90;74;63;202;336.447;328.499;324.020;319.474;314.008;307.038;299.834;292.113;283.916;275.781;267.448;259.911;252.812;246.167;240.144;234.740;229.806;226.096;222.116;218.110;213.401;208.434;202.801;196.320;189.280;182.205;175.327;168.899;162.606;156.863;151.544;146.836;142.407;138.930;135.295;130.847;125.970;121.126;116.110;110.765;105.204;99.520;94.124;89.105;84.734;81.073;77.840;74.698;71.795;69.477;67.424;65.303;63.267;61.444;59.023;55.738;52.475;49.503;46.997;44.980;44.585;42.762;40.781;38.799;37.185;35.235;33.207;31.163;29.172;27.231;25.302;23.430;21.565;19.684;17.851;16.055;14.309;12.650;11.056;9.564;8.146;6.823;6.222;4.613;3.844;3.170;2.574;2.072;1.643;1.282;972;723;525;379;275;206;155;122;105;86;279;5.071.113;5.572.859;10.643.972
1967;Centros Poblados y Rural Disperso;214.214;206.266;201.459;196.862;191.999;186.245;180.987;175.388;169.756;163.978;158.083;152.094;146.146;140.380;134.612;128.882;123.042;118.993;113.450;107.951;102.675;97.530;92.762;88.415;84.480;80.759;77.368;74.565;72.198;70.231;68.763;67.659;66.280;65.047;63.634;61.938;59.988;58.267;56.761;55.283;53.704;52.067;50.366;48.449;46.651;45.238;44.005;42.733;41.418;40.278;38.938;37.569;36.385;35.469;34.444;32.960;31.498;30.166;29.030;28.108;28.007;27.035;25.811;24.842;24.013;23.018;22.008;20.922;19.759;18.539;17.302;16.026;14.749;13.498;12.233;10.968;9.704;8.500;7.366;6.315;5.355;4.474;4.017;3.020;2.498;2.033;1.630;1.292;1.012;773;575;416;296;208;148;105;77;58;43;38;88;191.577;184.895;180.593;176.627;172.532;168.084;163.525;158.676;153.745;148.562;143.570;137.850;132.102;126.262;120.222;114.034;107.788;100.850;94.503;88.383;82.706;77.507;72.863;68.795;65.191;61.808;58.882;56.328;54.156;52.306;50.773;49.588;48.764;47.975;46.922;45.575;43.980;42.565;41.320;40.045;38.660;37.217;35.688;34.047;32.505;31.212;30.056;28.859;27.574;26.490;25.297;24.105;23.100;22.377;21.540;20.295;19.089;18.001;17.112;16.446;16.524;16.061;15.649;15.097;14.753;14.191;13.613;12.974;12.276;11.569;10.876;10.181;9.465;8.777;8.090;7.405;6.741;6.072;5.431;4.787;4.158;3.536;3.300;2.458;2.090;1.756;1.455;1.197;968;765;591;445;327;239;177;130;101;78;63;51;123;405.791;391.161;382.052;373.489;364.531;354.329;344.512;334.064;323.501;312.540;301.653;289.944;278.248;266.642;254.834;242.916;230.830;219.843;207.953;196.334;185.381;175.037;165.625;157.210;149.671;142.567;136.250;130.893;126.354;122.537;119.536;117.247;115.044;113.022;110.556;107.513;103.968;100.832;98.081;95.328;92.364;89.284;86.054;82.496;79.156;76.450;74.061;71.592;68.992;66.768;64.235;61.674;59.485;57.846;55.984;53.255;50.587;48.167;46.142;44.554;44.531;43.096;41.460;39.939;38.766;37.209;35.621;33.896;32.035;30.108;28.178;26.207;24.214;22.275;20.323;18.373;16.445;14.572;12.797;11.102;9.513;8.010;7.317;5.478;4.588;3.789;3.085;2.489;1.980;1.538;1.166;861;623;447;325;235;178;136;106;89;211;5.853.637;4.746.639;10.600.276
1967;Total;375.388;363.253;356.140;349.274;341.755;332.347;323.511;314.121;304.518;294.837;285.201;275.623;266.310;257.255;248.455;239.944;231.438;226.507;219.023;211.588;204.208;196.812;189.570;182.409;175.366;168.579;162.105;156.480;151.257;146.646;142.766;139.585;135.723;132.491;129.029;124.966;120.523;116.343;112.292;108.117;103.767;99.288;94.934;90.626;86.764;83.644;80.898;78.182;75.579;73.361;71.129;68.820;66.698;64.919;62.770;59.847;56.953;54.297;51.975;50.041;49.541;47.503;45.040;43.030;41.313;39.345;37.333;35.257;33.130;30.957;28.773;26.568;24.371;22.201;20.037;17.888;15.778;13.772;11.889;10.160;8.581;7.138;6.394;4.789;3.944;3.201;2.556;2.021;1.574;1.201;892;647;457;322;228;163;119;90;74;61;165;366.850;356.407;349.932;343.689;336.784;329.020;320.835;312.056;302.899;293.484;283.900;274.232;264.750;255.554;246.523;237.712;229.198;219.432;211.046;202.856;194.574;186.659;178.856;171.121;163.585;156.193;149.472;143.312;137.703;132.754;128.314;124.498;121.728;119.461;116.822;113.394;109.415;105.615;101.899;97.976;93.801;89.516;85.244;80.975;77.126;73.879;71.003;68.108;65.208;62.884;60.530;58.157;56.054;54.371;52.237;49.146;46.109;43.373;41.164;39.493;39.575;38.355;37.201;35.708;34.638;33.099;31.495;29.802;28.077;26.382;24.707;23.069;21.408;19.758;18.137;16.540;14.976;13.450;11.964;10.506;9.078;7.695;7.145;5.302;4.488;3.758;3.103;2.540;2.049;1.619;1.246;937;691;504;372;278;214;168;137;114;325;742.238;719.660;706.072;692.963;678.539;661.367;644.346;626.177;607.417;588.321;569.101;549.855;531.060;512.809;494.978;477.656;460.636;445.939;430.069;414.444;398.782;383.471;368.426;353.530;338.951;324.772;311.577;299.792;288.960;279.400;271.080;264.083;257.451;251.952;245.851;238.360;229.938;221.958;214.191;206.093;197.568;188.804;180.178;171.601;163.890;157.523;151.901;146.290;140.787;136.245;131.659;126.977;122.752;119.290;115.007;108.993;103.062;97.670;93.139;89.534;89.116;85.858;82.241;78.738;75.951;72.444;68.828;65.059;61.207;57.339;53.480;49.637;45.779;41.959;38.174;34.428;30.754;27.222;23.853;20.666;17.659;14.833;13.539;10.091;8.432;6.959;5.659;4.561;3.623;2.820;2.138;1.584;1.148;826;600;441;333;258;211;175;490;10.924.750;10.319.498;21.244.248
1968;Cabecera;165.976;162.310;160.529;158.845;156.738;154.017;150.100;146.537;142.617;138.686;134.845;131.142;127.559;124.045;120.777;117.752;114.980;112.301;111.516;109.429;107.173;104.812;102.141;99.173;95.901;92.608;89.272;85.920;82.793;79.800;76.987;74.532;72.390;70.055;68.116;66.040;63.718;61.097;58.453;55.777;53.044;50.208;47.439;44.972;42.645;40.542;38.810;37.307;35.925;34.632;33.708;32.768;31.711;30.655;29.666;28.534;27.044;25.570;24.193;22.965;21.902;21.462;20.370;19.084;18.041;17.151;16.136;15.127;14.139;13.172;12.198;11.248;10.297;9.340;8.413;7.502;6.626;5.777;4.977;4.240;3.567;2.960;2.420;2.145;1.555;1.259;1.002;787;608;467;351;258;183;128;90;64;46;33;30;23;76;179.464;176.335;174.743;173.123;170.934;168.163;164.761;161.107;157.016;152.844;148.241;144.249;140.334;136.748;133.586;130.769;128.283;126.074;123.234;121.007;118.396;115.398;112.097;108.310;104.184;100.012;95.736;91.720;87.894;84.361;81.119;78.083;75.486;73.692;72.316;70.691;68.612;66.092;63.535;60.967;58.280;55.455;52.655;49.979;47.384;45.040;43.072;41.355;39.713;38.109;36.937;35.742;34.460;33.227;32.174;30.864;28.970;27.119;25.464;24.117;23.074;23.047;22.259;21.506;20.515;19.808;18.806;17.756;16.697;15.667;14.648;13.657;12.696;11.698;10.719;9.769;8.827;7.928;7.046;6.206;5.381;4.593;3.834;3.540;2.553;2.133;1.761;1.430;1.155;920;716;545;406;297;214;159;119;92;74;62;202;345.440;338.645;335.272;331.968;327.672;322.180;314.861;307.644;299.633;291.530;283.086;275.391;267.893;260.793;254.363;248.521;243.263;238.375;234.750;230.436;225.569;220.210;214.238;207.483;200.085;192.620;185.008;177.640;170.687;164.161;158.106;152.615;147.876;143.747;140.432;136.731;132.330;127.189;121.988;116.744;111.324;105.663;100.094;94.951;90.029;85.582;81.882;78.662;75.638;72.741;70.645;68.510;66.171;63.882;61.840;59.398;56.014;52.689;49.657;47.082;44.976;44.509;42.629;40.590;38.556;36.959;34.942;32.883;30.836;28.839;26.846;24.905;22.993;21.038;19.132;17.271;15.453;13.705;12.023;10.446;8.948;7.553;6.254;5.685;4.108;3.392;2.763;2.217;1.763;1.387;1.067;803;589;425;304;223;165;125;104;85;278;5.335.051;5.852.347;11.187.398
1968;Centros Poblados y Rural Disperso;208.803;201.856;197.897;194.202;190.206;185.836;180.416;175.349;170.045;164.493;158.726;152.835;146.845;141.026;135.176;129.340;123.537;117.646;113.429;107.889;102.584;97.458;92.638;88.300;84.376;80.607;77.150;74.029;71.565;69.421;67.710;66.361;65.398;63.952;62.738;61.429;59.766;58.022;56.553;55.242;53.860;52.401;50.744;48.897;46.944;45.200;43.816;42.568;41.226;39.909;38.593;37.287;36.026;34.948;34.145;33.110;31.675;30.255;28.971;27.857;26.963;26.833;25.881;24.672;23.702;22.888;21.932;20.898;19.777;18.613;17.416;16.186;14.938;13.709;12.482;11.254;10.020;8.816;7.671;6.591;5.604;4.703;3.871;3.467;2.543;2.073;1.670;1.320;1.036;797;603;441;318;223;155;110;78;59;39;36;82;186.829;181.053;177.492;174.331;171.011;167.278;163.124;158.741;154.151;149.232;144.450;138.867;133.110;127.193;121.108;114.838;108.473;102.121;95.176;88.983;83.368;78.045;73.394;69.356;65.743;62.378;59.268;56.569;54.265;52.242;50.590;49.230;48.050;47.104;46.234;45.246;43.923;42.496;41.275;40.140;38.917;37.587;36.116;34.535;32.876;31.380;30.111;28.960;27.714;26.418;25.259;24.098;23.007;22.135;21.503;20.679;19.494;18.326;17.255;16.391;15.754;15.815;15.395;15.002;14.498;14.160;13.636;13.037;12.355;11.654;10.970;10.274;9.582;8.905;8.221;7.542;6.883;6.215;5.578;4.948;4.332;3.720;3.135;2.914;2.119;1.782;1.481;1.215;985;786;616;469;347;254;186;134;100;77;60;47;118;395.632;382.909;375.389;368.533;361.217;353.114;343.540;334.090;324.196;313.725;303.176;291.702;279.955;268.219;256.284;244.178;232.010;219.767;208.605;196.872;185.952;175.503;166.032;157.656;150.119;142.985;136.418;130.598;125.830;121.663;118.300;115.591;113.448;111.056;108.972;106.675;103.689;100.518;97.828;95.382;92.777;89.988;86.860;83.432;79.820;76.580;73.927;71.528;68.940;66.327;63.852;61.385;59.033;57.083;55.648;53.789;51.169;48.581;46.226;44.248;42.717;42.648;41.276;39.674;38.200;37.048;35.568;33.935;32.132;30.267;28.386;26.460;24.520;22.614;20.703;18.796;16.903;15.031;13.249;11.539;9.936;8.423;7.006;6.381;4.662;3.855;3.151;2.535;2.021;1.583;1.219;910;665;477;341;244;178;136;99;83;200;5.829.753;4.744.539;10.574.292
1968;Total;374.779;364.166;358.426;353.047;346.944;339.853;330.516;321.886;312.662;303.179;293.571;283.977;274.404;265.071;255.953;247.092;238.517;229.947;224.945;217.318;209.757;202.270;194.779;187.473;180.277;173.215;166.422;159.949;154.358;149.221;144.697;140.893;137.788;134.007;130.854;127.469;123.484;119.119;115.006;111.019;106.904;102.609;98.183;93.869;89.589;85.742;82.626;79.875;77.151;74.541;72.301;70.055;67.737;65.603;63.811;61.644;58.719;55.825;53.164;50.822;48.865;48.295;46.251;43.756;41.743;40.039;38.068;36.025;33.916;31.785;29.614;27.434;25.235;23.049;20.895;18.756;16.646;14.593;12.648;10.831;9.171;7.663;6.291;5.612;4.098;3.332;2.672;2.107;1.644;1.264;954;699;501;351;245;174;124;92;69;59;158;366.293;357.388;352.235;347.454;341.945;335.441;327.885;319.848;311.167;302.076;292.691;283.116;273.444;263.941;254.694;245.607;236.756;228.195;218.410;209.990;201.764;193.443;185.491;177.666;169.927;162.390;155.004;148.289;142.159;136.603;131.709;127.313;123.536;120.796;118.550;115.937;112.535;108.588;104.810;101.107;97.197;93.042;88.771;84.514;80.260;76.420;73.183;70.315;67.427;64.527;62.196;59.840;57.467;55.362;53.677;51.543;48.464;45.445;42.719;40.508;38.828;38.862;37.654;36.508;35.013;33.968;32.442;30.793;29.052;27.321;25.618;23.931;22.278;20.603;18.940;17.311;15.710;14.143;12.624;11.154;9.713;8.313;6.969;6.454;4.672;3.915;3.242;2.645;2.140;1.706;1.332;1.014;753;551;400;293;219;169;134;109;320;741.072;721.554;710.661;700.501;688.889;675.294;658.401;641.734;623.829;605.255;586.262;567.093;547.848;529.012;510.647;492.699;475.273;458.142;443.355;427.308;411.521;395.713;380.270;365.139;350.204;335.605;321.426;308.238;296.517;285.824;276.406;268.206;261.324;254.803;249.404;243.406;236.019;227.707;219.816;212.126;204.101;195.651;186.954;178.383;169.849;162.162;155.809;150.190;144.578;139.068;134.497;129.895;125.204;120.965;117.488;113.187;107.183;101.270;95.883;91.330;87.693;87.157;83.905;80.264;76.756;74.007;70.510;66.818;62.968;59.106;55.232;51.365;47.513;43.652;39.835;36.067;32.356;28.736;25.272;21.985;18.884;15.976;13.260;12.066;8.770;7.247;5.914;4.752;3.784;2.970;2.286;1.713;1.254;902;645;467;343;261;203;168;478;11.164.804;10.596.886;21.761.690
1969;Cabecera;170.334;167.188;165.857;164.732;163.231;161.081;158.228;154.217;150.529;146.657;142.800;138.998;135.303;131.564;128.072;124.805;121.782;118.996;116.335;115.480;113.062;110.539;107.747;104.565;101.130;97.665;94.094;90.482;86.811;83.544;80.377;77.516;74.993;73.007;70.728;68.766;66.740;64.291;61.482;58.702;55.992;53.192;50.432;47.857;45.456;43.087;40.955;39.231;37.792;36.403;35.266;34.294;33.234;32.055;30.871;29.876;28.694;27.162;25.631;24.214;22.932;21.829;21.344;20.216;18.915;17.865;16.939;15.916;14.911;13.922;12.936;11.959;10.988;9.998;9.033;8.094;7.191;6.311;5.464;4.676;3.945;3.285;2.701;2.173;1.918;1.356;1.082;853;658;506;383;287;205;146;101;72;51;36;32;22;76;183.152;180.631;179.578;178.564;177.052;174.921;172.096;168.661;164.856;160.827;156.284;152.299;148.345;144.586;141.198;138.210;135.527;133.093;130.881;127.826;125.038;122.027;118.423;114.478;110.219;105.848;101.402;96.895;92.651;88.725;85.042;81.667;78.663;76.212;74.517;73.104;71.490;69.278;66.583;63.926;61.320;58.599;55.820;53.088;50.447;47.813;45.450;43.482;41.824;40.195;38.657;37.449;36.152;34.731;33.403;32.339;30.984;29.070;27.213;25.531;24.143;23.069;22.983;22.183;21.392;20.406;19.688;18.659;17.603;16.545;15.484;14.460;13.451;12.438;11.423;10.430;9.451;8.511;7.587;6.709;5.857;5.042;4.255;3.512;3.235;2.276;1.880;1.531;1.234;984;775;597;451;332;240;177;129;98;77;63;204;353.486;347.819;345.435;343.296;340.283;336.002;330.324;322.878;315.385;307.484;299.084;291.297;283.648;276.150;269.270;263.015;257.309;252.089;247.216;243.306;238.100;232.566;226.170;219.043;211.349;203.513;195.496;187.377;179.462;172.269;165.419;159.183;153.656;149.219;145.245;141.870;138.230;133.569;128.065;122.628;117.312;111.791;106.252;100.945;95.903;90.900;86.405;82.713;79.616;76.598;73.923;71.743;69.386;66.786;64.274;62.215;59.678;56.232;52.844;49.745;47.075;44.898;44.327;42.399;40.307;38.271;36.627;34.575;32.514;30.467;28.420;26.419;24.439;22.436;20.456;18.524;16.642;14.822;13.051;11.385;9.802;8.327;6.956;5.685;5.153;3.632;2.962;2.384;1.892;1.490;1.158;884;656;478;341;249;180;134;109;85;280;5.605.451;6.137.906;11.743.357
1969;Centros Poblados y Rural Disperso;202.791;196.770;193.498;190.594;187.460;183.933;179.985;174.639;169.851;164.617;159.073;153.300;147.406;141.550;135.652;129.734;123.827;117.971;111.983;107.748;102.416;97.268;92.481;88.106;84.203;80.450;76.955;73.778;71.013;68.779;66.900;65.316;64.115;63.072;61.650;60.533;59.243;57.780;56.292;55.020;53.803;52.537;51.051;49.243;47.354;45.462;43.757;42.361;41.042;39.700;38.212;36.930;35.731;34.582;33.627;32.807;31.806;30.414;29.047;27.796;26.715;25.828;25.663;24.733;23.519;22.561;21.789;20.809;19.738;18.617;17.477;16.286;15.085;13.888;12.683;11.490;10.291;9.114;7.970;6.879;5.864;4.940;4.089;3.324;2.968;2.114;1.705;1.355;1.060;819;623;463;338;240;167;116;82;60;40;33;78;181.565;176.611;173.697;171.225;168.675;165.695;162.253;158.251;154.121;149.530;145.016;139.618;133.991;128.063;121.897;115.578;109.128;102.660;96.256;89.510;83.843;78.588;73.834;69.806;66.231;62.866;59.779;56.908;54.471;52.321;50.505;49.032;47.682;46.389;45.368;44.557;43.580;42.418;41.189;40.079;38.993;37.821;36.460;34.932;33.331;31.722;30.257;28.997;27.794;26.534;25.173;24.044;22.983;22.032;21.259;20.632;19.854;18.706;17.560;16.525;15.697;15.074;15.136;14.736;14.395;13.891;13.594;13.046;12.403;11.719;11.043;10.359;9.667;9.017;8.343;7.668;7.017;6.353;5.719;5.093;4.489;3.888;3.312;2.753;2.557;1.809;1.505;1.239;1.001;801;634;490;366;270;198;141;103;77;59;46;113;384.356;373.381;367.195;361.819;356.135;349.628;342.238;332.890;323.972;314.147;304.089;292.918;281.397;269.613;257.549;245.312;232.955;220.631;208.239;197.258;186.259;175.856;166.315;157.912;150.434;143.316;136.734;130.686;125.484;121.100;117.405;114.348;111.797;109.461;107.018;105.090;102.823;100.198;97.481;95.099;92.796;90.358;87.511;84.175;80.685;77.184;74.014;71.358;68.836;66.234;63.385;60.974;58.714;56.614;54.886;53.439;51.660;49.120;46.607;44.321;42.412;40.902;40.799;39.469;37.914;36.452;35.383;33.855;32.141;30.336;28.520;26.645;24.752;22.905;21.026;19.158;17.308;15.467;13.689;11.972;10.353;8.828;7.401;6.077;5.525;3.923;3.210;2.594;2.061;1.620;1.257;953;704;510;365;257;185;137;99;79;191;5.796.627;4.734.216;10.530.843
